ticker,name,theme,theme_key,sector,price,score,catalyst,sector_momentum,technical,quality,value,risk,ret1_pct,ret5_pct,ret20_pct,rsi,band52_pct,volume_ratio,marketCap_B,forwardPE,trailingPE,ps,revenueGrowth,news_score_raw,negative_news_raw,news,reason
ETN,"Eaton Corporation, PLC",AI Infrastructure / Data Center,ai_infra,Industrials,391.47,63.6,100,18,55,62,38,87,-1.06,-8.13,-2.89,45.5,63.6,0.23,152.0,24.8,38.3,5.3,16.8,4.9,0.37,Oil prices rise to record level after Iran launches attacks on tankers near strait of Hormuz... || Oxipital AI Closes Series A Following Major Commercial Expansion and Rapid Adoption of its V...,"Katalizör: Oil prices rise to record level after Iran launches attacks on tankers near strait of Hormuz... || Oxipital AI Closes Series A Following Major Commercial Expansion and Rapid Adoption of its V... | Teknik: RSI 45.5, 20g -2.89% | Fwd P/E 24.8 | Gelir büy. 16.8% | 52h band 63.6%"
EQIX,"Equinix, Inc.",REITs / Real Estate,real_estate_reits,Real Estate,1024.85,63.4,89,64,53,62,0,85,0.19,-1.68,-3.57,31.0,77.1,0.12,101.1,53.3,71.1,10.6,12.1,0.97,0.23,"Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC","Katalizör: Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC | Teknik: RSI 31.0, 20g -3.57% | Fwd P/E 53.3 | Gelir büy. 12.1% | 52h band 77.1%"
AVAV,"AeroVironment, Inc.",Defense / Aerospace,defense,Industrials,158.3,63.3,100,61,45,43,34,81,-2.6,-4.1,-14.28,46.6,7.9,0.5,8.0,34.2,,4.1,133.3,5.1,0.0,"Oil prices rise to record level after Iran launches attacks on tankers near strait of Hormuz... || Teenager arrested after two girls, 13, seriously injured in German school attack","Katalizör: Oil prices rise to record level after Iran launches attacks on tankers near strait of Hormuz... || Teenager arrested after two girls, 13, seriously injured in German school attack | Teknik: RSI 46.6, 20g -14.28% | Fwd P/E 34.2 | Gelir büy. 133.3% | 52h band 7.9%"
MRVL,"Marvell Technology, Inc.",AI Infrastructure / Data Center,ai_infra,Technology,226.8,63.2,100,18,49,81,18,77,-1.69,-23.86,-21.48,36.7,64.7,0.23,198.4,36.7,77.9,22.8,27.6,5.36,0.46,Oil prices rise to record level after Iran launches attacks on tankers near strait of Hormuz... || Oxipital AI Closes Series A Following Major Commercial Expansion and Rapid Adoption of its V...,"Katalizör: Oil prices rise to record level after Iran launches attacks on tankers near strait of Hormuz... || Oxipital AI Closes Series A Following Major Commercial Expansion and Rapid Adoption of its V... | Teknik: RSI 36.7, 20g -21.48% | Fwd P/E 36.7 | Gelir büy. 27.6% | 52h band 64.7%"
ORCL,Oracle Corporation,AI Infrastructure / Data Center,ai_infra,Technology,137.84,62.9,100,18,38,62,67,84,-2.65,-5.94,-34.93,7.2,1.0,0.36,397.1,12.6,23.6,5.9,20.6,4.68,0.73,Oil prices rise to record level after Iran launches attacks on tankers near strait of Hormuz... || Oxipital AI Closes Series A Following Major Commercial Expansion and Rapid Adoption of its V...,"Katalizör: Oil prices rise to record level after Iran launches attacks on tankers near strait of Hormuz... || Oxipital AI Closes Series A Following Major Commercial Expansion and Rapid Adoption of its V... | Teknik: RSI 7.2, 20g -34.93% | Fwd P/E 12.6 | Gelir büy. 20.6% | 52h band 1.0%"
HOOD,"Robinhood Markets, Inc.",Crypto-linked Equities,crypto_equities,Financial Services,109.26,62.4,100,7,73,71,0,74,-3.22,8.95,28.48,60.2,50.5,0.26,98.4,36.9,53.3,21.3,15.1,1.66,0.31,"Global Economy, Hit by Iran War and Inflation, Faces Sharp Slowdown - The New York Times || IMF Drops Recession Warning in Wake of June Ceasefire - WSJ","Katalizör: Global Economy, Hit by Iran War and Inflation, Faces Sharp Slowdown - The New York Times || IMF Drops Recession Warning in Wake of June Ceasefire - WSJ | Teknik: RSI 60.2, 20g 28.48% | Fwd P/E 36.9 | Gelir büy. 15.1% | 52h band 50.5%"
PATH,"UiPath, Inc.",Robotics / Physical AI / Automation,robotics_physical_ai,Technology,11.31,61.9,64,15,59,77,78,88,-2.9,4.07,1.27,61.7,19.5,0.34,5.9,12.5,18.9,3.5,17.3,0.35,0.0,Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com,"Katalizör: Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com | Teknik: RSI 61.7, 20g 1.27% | Fwd P/E 12.5 | Gelir büy. 17.3% | 52h band 19.5%"
NXPI,NXP Semiconductors N.V.,Semiconductor / Equipment,semiconductor,Technology,274.57,61.1,78,3,53,79,67,79,0.52,-2.3,-8.52,37.8,61.9,0.19,69.3,15.5,26.2,5.5,12.2,0.65,0.09,Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ...,"Katalizör: Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ... | Teknik: RSI 37.8, 20g -8.52% | Fwd P/E 15.5 | Gelir büy. 12.2% | 52h band 61.9%"
KTOS,Kratos Defense & Security Solut,Defense / Aerospace,defense,Industrials,49.93,61.0,100,61,44,40,14,85,-0.81,0.14,-13.51,37.2,6.5,0.21,9.4,46.3,293.7,6.6,22.6,5.1,0.0,"Oil prices rise to record level after Iran launches attacks on tankers near strait of Hormuz... || Teenager arrested after two girls, 13, seriously injured in German school attack","Katalizör: Oil prices rise to record level after Iran launches attacks on tankers near strait of Hormuz... || Teenager arrested after two girls, 13, seriously injured in German school attack | Teknik: RSI 37.2, 20g -13.51% | Fwd P/E 46.3 | Gelir büy. 22.6% | 52h band 6.5%"
ADI,"Analog Devices, Inc.",Semiconductor / Equipment,semiconductor,Technology,380.98,61.0,78,3,53,87,43,88,0.52,-4.08,-5.67,39.5,71.6,0.14,185.6,25.8,56.8,14.6,37.2,0.65,0.09,Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ...,"Katalizör: Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ... | Teknik: RSI 39.5, 20g -5.67% | Fwd P/E 25.8 | Gelir büy. 37.2% | 52h band 71.6%"
ADBE,Adobe Inc.,Cloud / Software / SaaS,software_cloud,Technology,219.87,61.0,43,41,53,86,79,85,-0.75,7.24,-10.25,61.4,14.0,0.19,87.4,8.0,12.6,3.5,12.7,-0.03,0.36,"Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC","Katalizör: Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC | Teknik: RSI 61.4, 20g -10.25% | Fwd P/E 8.0 | Gelir büy. 12.7% | 52h band 14.0%"
QCOM,QUALCOMM Incorporated,Semiconductor / Equipment,semiconductor,Technology,182.44,60.5,78,3,51,75,71,84,-0.29,-1.27,-16.22,33.1,46.0,0.17,192.3,16.6,19.6,4.3,-3.5,0.65,0.09,Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ...,"Katalizör: Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ... | Teknik: RSI 33.1, 20g -16.22% | Fwd P/E 16.6 | Gelir büy. -3.5% | 52h band 46.0%"
SMCI,"Super Micro Computer, Inc.",AI Infrastructure / Data Center,ai_infra,Technology,26.47,60.1,100,18,42,41,79,79,0.84,-9.75,-39.83,43.4,14.8,0.21,17.1,8.3,13.9,0.5,122.7,4.71,0.37,Oil prices rise to record level after Iran launches attacks on tankers near strait of Hormuz... || Oxipital AI Closes Series A Following Major Commercial Expansion and Rapid Adoption of its V...,"Katalizör: Oil prices rise to record level after Iran launches attacks on tankers near strait of Hormuz... || Oxipital AI Closes Series A Following Major Commercial Expansion and Rapid Adoption of its V... | Teknik: RSI 43.4, 20g -39.83% | Fwd P/E 8.3 | Gelir büy. 122.7% | 52h band 14.8%"
ZBRA,Zebra Technologies Corporation,Robotics / Physical AI / Automation,robotics_physical_ai,Technology,257.08,59.4,64,15,66,61,78,78,-2.86,-2.35,10.32,62.2,40.7,0.12,12.2,12.4,31.0,2.2,14.3,0.35,0.0,Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com,"Katalizör: Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com | Teknik: RSI 62.2, 20g 10.32% | Fwd P/E 12.4 | Gelir büy. 14.3% | 52h band 40.7%"
AAPL,Apple Inc.,General,general,Technology,309.71,59.4,51,50,65,84,0,93,-0.31,7.03,2.71,57.2,95.2,0.2,4548.5,32.2,37.5,10.1,16.6,0.19,0.0,Apple to invest $30 billion in US chip manufacturing - Fox Business || Apple announces chip deal with Broadcom worth more than $30 billion - Yahoo Finance,"Katalizör: Apple to invest $30 billion in US chip manufacturing - Fox Business || Apple announces chip deal with Broadcom worth more than $30 billion - Yahoo Finance | Teknik: RSI 57.2, 20g 2.71% | Fwd P/E 32.2 | Gelir büy. 16.6% | 52h band 95.2%"
WDAY,"Workday, Inc.",Cloud / Software / SaaS,software_cloud,Technology,137.73,59.2,43,41,61,69,77,87,-4.12,12.5,-4.2,58.8,18.7,0.25,34.0,10.9,43.0,3.5,13.5,-0.03,0.36,"Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC","Katalizör: Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC | Teknik: RSI 58.8, 20g -4.2% | Fwd P/E 10.9 | Gelir büy. 13.5% | 52h band 18.7%"
TXN,Texas Instruments Incorporated,Semiconductor / Equipment,semiconductor,Technology,299.96,59.0,78,3,60,78,27,88,2.27,0.63,3.11,48.0,82.1,0.28,273.0,31.3,51.4,14.8,18.6,0.65,0.09,Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ...,"Katalizör: Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ... | Teknik: RSI 48.0, 20g 3.11% | Fwd P/E 31.3 | Gelir büy. 18.6% | 52h band 82.1%"
NOW,"ServiceNow, Inc.",Cloud / Software / SaaS,software_cloud,Technology,106.29,58.8,43,41,58,79,54,90,-4.01,7.06,-6.92,55.5,19.1,0.26,109.6,21.1,63.3,7.9,22.1,-0.03,0.36,"Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC","Katalizör: Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC | Teknik: RSI 55.5, 20g -6.92% | Fwd P/E 21.1 | Gelir büy. 22.1% | 52h band 19.1%"
ROK,"Rockwell Automation, Inc.",Power / Electrification / Grid,power_grid,Industrials,457.52,58.7,64,52,60,70,8,80,-2.43,-7.59,1.3,47.1,78.0,0.23,50.9,31.3,47.6,5.8,11.9,0.35,0.0,Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com,"Katalizör: Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com | Teknik: RSI 47.1, 20g 1.3% | Fwd P/E 31.3 | Gelir büy. 11.9% | 52h band 78.0%"
ASML,ASML Holding N.V. - New York Re,Semiconductor / Equipment,semiconductor,Technology,1740.37,58.6,81,3,54,90,7,85,-0.4,-12.52,-0.5,46.7,80.9,0.33,670.8,35.1,58.9,19.9,13.2,0.84,0.09,Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Should You Buy ASML Holding Stock Before July 15? - AOL.com,"Katalizör: Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Should You Buy ASML Holding Stock Before July 15? - AOL.com | Teknik: RSI 46.7, 20g -0.5% | Fwd P/E 35.1 | Gelir büy. 13.2% | 52h band 80.9%"
AMAT,"Applied Materials, Inc.",Semiconductor / Equipment,semiconductor,Technology,559.28,58.4,78,3,56,82,24,85,0.86,-22.65,13.63,49.1,71.1,0.24,443.9,34.1,52.5,15.3,11.4,0.65,0.09,Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ...,"Katalizör: Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ... | Teknik: RSI 49.1, 20g 13.63% | Fwd P/E 34.1 | Gelir büy. 11.4% | 52h band 71.1%"
LRCX,Lam Research Corporation,Semiconductor / Equipment,semiconductor,Technology,325.93,58.3,78,3,56,92,6,82,-0.06,-24.78,0.53,42.6,68.3,0.21,407.6,40.5,61.7,18.8,23.8,0.65,0.09,Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ...,"Katalizör: Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ... | Teknik: RSI 42.6, 20g 0.53% | Fwd P/E 40.5 | Gelir büy. 23.8% | 52h band 68.3%"
CRM,"Salesforce, Inc.",Cloud / Software / SaaS,software_cloud,Technology,165.82,57.8,43,41,53,70,74,89,-2.18,5.85,-8.93,54.5,13.0,0.16,135.8,10.7,19.2,3.2,13.3,-0.03,0.36,"Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC","Katalizör: Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC | Teknik: RSI 54.5, 20g -8.93% | Fwd P/E 10.7 | Gelir büy. 13.3% | 52h band 13.0%"
TER,"Teradyne, Inc.",Robotics / Physical AI / Automation,robotics_physical_ai,Technology,335.95,57.2,64,15,49,93,26,79,-2.09,-30.57,-10.34,40.6,62.5,0.22,52.6,34.2,62.3,13.9,87.0,0.35,0.0,Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com,"Katalizör: Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com | Teknik: RSI 40.6, 20g -10.34% | Fwd P/E 34.2 | Gelir büy. 87.0% | 52h band 62.5%"
KLAC,KLA Corporation,Semiconductor / Equipment,semiconductor,Technology,215.86,57.0,81,3,56,81,2,87,-0.28,-28.45,2.4,45.3,60.6,0.29,282.0,42.5,61.2,21.5,11.5,0.83,0.09,Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Recent violence in Oakland raises concerns despite drop in crimees concerns - KTVU,"Katalizör: Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Recent violence in Oakland raises concerns despite drop in crimees concerns - KTVU | Teknik: RSI 45.3, 20g 2.4% | Fwd P/E 42.5 | Gelir büy. 11.5% | 52h band 60.6%"
ON,ON Semiconductor Corporation,Semiconductor / Equipment,semiconductor,Technology,89.83,56.5,78,3,48,62,69,77,-1.39,-4.98,-25.7,34.3,50.5,0.35,35.0,20.8,66.1,5.8,4.7,0.65,0.09,Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ...,"Katalizör: Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ... | Teknik: RSI 34.3, 20g -25.7% | Fwd P/E 20.8 | Gelir büy. 4.7% | 52h band 50.5%"
TEAM,Atlassian Corporation,Cloud / Software / SaaS,software_cloud,Technology,85.23,55.8,43,41,54,60,74,87,-3.58,9.56,-12.93,46.2,17.1,0.34,21.6,13.7,,3.5,31.7,-0.03,0.36,"Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC","Katalizör: Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC | Teknik: RSI 46.2, 20g -12.93% | Fwd P/E 13.7 | Gelir büy. 31.7% | 52h band 17.1%"
ARM,Arm Holdings plc,Semiconductor / Equipment,semiconductor,Technology,291.55,55.7,90,3,47,85,0,65,-2.96,-17.77,-15.83,28.7,55.8,0.24,311.7,94.7,347.4,63.4,20.1,1.39,0.28,"Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Apollo Sounds the Alarm: AI Profits Are a No-Show Outside Tech, and AI-Heavy ETFs Could Pay ...","Katalizör: Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Apollo Sounds the Alarm: AI Profits Are a No-Show Outside Tech, and AI-Heavy ETFs Could Pay ... | Teknik: RSI 28.7, 20g -15.83% | Fwd P/E 94.7 | Gelir büy. 20.1% | 52h band 55.8%"
GEV,GE Vernova Inc.,Power / Electrification / Grid,power_grid,Industrials,1070.2,54.9,48,52,60,69,5,88,-0.64,-8.91,14.66,56.9,83.8,0.27,287.6,43.6,31.2,7.3,16.3,0.0,0.0,,"Teknik: RSI 56.9, 20g 14.66% | Fwd P/E 43.6 | Gelir büy. 16.3% | 52h band 83.8%"
MDB,"MongoDB, Inc.",Cloud / Software / SaaS,software_cloud,Technology,354.39,53.6,43,41,68,65,21,80,-1.92,5.5,0.52,51.9,64.0,0.22,28.5,48.3,,11.0,25.2,-0.03,0.36,"Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC","Katalizör: Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC | Teknik: RSI 51.9, 20g 0.52% | Fwd P/E 48.3 | Gelir büy. 25.2% | 52h band 64.0%"
EMR,Emerson Electric Company,Power / Electrification / Grid,power_grid,Industrials,134.25,52.9,48,52,42,68,26,86,-2.65,-6.22,-3.47,27.1,30.5,0.25,75.2,18.7,31.1,4.1,2.9,0.0,0.0,,"Teknik: RSI 27.1, 20g -3.47% | Fwd P/E 18.7 | Gelir büy. 2.9% | 52h band 30.5%"
NVT,nVent Electric plc,Power / Electrification / Grid,power_grid,Industrials,150.54,52.5,48,52,50,65,14,83,-1.73,-11.25,-8.1,39.8,69.5,0.17,24.3,26.6,51.2,5.6,53.5,0.0,0.0,,"Teknik: RSI 39.8, 20g -8.1% | Fwd P/E 26.6 | Gelir büy. 53.5% | 52h band 69.5%"
HUBB,Hubbell Inc,Power / Electrification / Grid,power_grid,Industrials,473.08,52.4,48,52,47,66,16,84,-1.21,-9.58,-2.46,42.2,45.5,0.2,25.0,21.1,28.0,4.2,11.1,0.0,0.0,,"Teknik: RSI 42.2, 20g -2.46% | Fwd P/E 21.1 | Gelir büy. 11.1% | 52h band 45.5%"
IBIT,iShares Bitcoin Trust ETF,Crypto-linked Equities,crypto_equities,-,34.9,51.6,75,7,49,45,45,85,-3.46,4.84,-2.76,39.7,4.2,0.44,0.0,,,,,0.59,0.0,"Accenture faces massive data breach that could put clients at risk - Cybersecurity Dive || Apollo Sounds the Alarm: AI Profits Are a No-Show Outside Tech, and AI-Heavy ETFs Could Pay ...","Katalizör: Accenture faces massive data breach that could put clients at risk - Cybersecurity Dive || Apollo Sounds the Alarm: AI Profits Are a No-Show Outside Tech, and AI-Heavy ETFs Could Pay ... | Teknik: RSI 39.7, 20g -2.76% | 52h band 4.2%"
HON,Honeywell International Inc.,Robotics / Physical AI / Automation,robotics_physical_ai,Industrials,219.77,51.3,64,15,47,52,46,87,-2.35,-1.84,-1.06,32.9,38.6,0.22,69.6,22.9,17.6,1.8,2.4,0.35,0.0,Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com,"Katalizör: Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com | Teknik: RSI 32.9, 20g -1.06% | Fwd P/E 22.9 | Gelir büy. 2.4% | 52h band 38.6%"
DE,Deere & Company,Robotics / Physical AI / Automation,robotics_physical_ai,Industrials,593.08,51.2,64,15,61,34,52,86,-1.74,-6.5,3.65,52.8,70.6,0.23,160.1,26.0,33.6,3.4,-11.1,0.35,0.0,Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com,"Katalizör: Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com | Teknik: RSI 52.8, 20g 3.65% | Fwd P/E 26.0 | Gelir büy. -11.1% | 52h band 70.6%"
COHR,Coherent Corp.,Semiconductor / Equipment,semiconductor,Technology,306.43,50.9,78,3,47,49,42,76,-2.45,-22.32,-23.76,35.0,64.6,0.35,60.0,37.3,145.9,9.1,20.5,0.65,0.09,Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ...,"Katalizör: Chip worker shortage puts U.S. semiconductor boom on the brink - Los Angeles Times || Revenue and Growth Outlook Affirm Why Taiwan Semiconductor Manufacturing Co. (TSM) is a Top ... | Teknik: RSI 35.0, 20g -23.76% | Fwd P/E 37.3 | Gelir büy. 20.5% | 52h band 64.6%"
COIN,"Coinbase Global, Inc.",Crypto-linked Equities,crypto_equities,Financial Services,158.1,50.0,82,7,52,49,19,63,-3.31,8.15,-2.47,42.8,6.1,0.25,41.7,32.8,58.3,6.6,-30.8,1.05,0.0,Crypto VC Paradigm launches $1.2 billion AI fund as it broadens beyond digital assets: BBG -... || Accenture faces massive data breach that could put clients at risk - Cybersecurity Dive,"Katalizör: Crypto VC Paradigm launches $1.2 billion AI fund as it broadens beyond digital assets: BBG -... || Accenture faces massive data breach that could put clients at risk - Cybersecurity Dive | Teknik: RSI 42.8, 20g -2.47% | Fwd P/E 32.8 | Gelir büy. -30.8% | 52h band 6.1%"
PWR,"Quanta Services, Inc.",Power / Electrification / Grid,power_grid,Industrials,652.09,50.0,48,52,51,48,19,85,-0.72,-9.42,-6.0,36.7,67.8,0.13,97.9,39.6,89.4,3.2,26.3,0.0,0.0,,"Teknik: RSI 36.7, 20g -6.0% | Fwd P/E 39.6 | Gelir büy. 26.3% | 52h band 67.8%"
GNRC,Generac Holdlings Inc.,Power / Electrification / Grid,power_grid,Industrials,230.74,50.0,48,52,49,49,33,74,-2.15,-21.2,-13.22,40.0,59.3,0.27,13.6,20.5,71.9,3.1,12.4,0.0,0.0,,"Teknik: RSI 40.0, 20g -13.22% | Fwd P/E 20.5 | Gelir büy. 12.4% | 52h band 59.3%"
SNOW,Snowflake Inc.,Cloud / Software / SaaS,software_cloud,Technology,258.87,48.4,43,41,61,53,0,86,-1.47,1.72,7.66,66.4,86.6,0.26,89.7,96.4,,17.8,33.5,-0.03,0.36,"Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC","Katalizör: Trump Says Iran Ceasefire Is ""Over."" Are Fed Rate Hikes Back On the Table? - 24/7 Wall St. || How a Fed rate hike can affect mortgages — and affordable lenders to help you save - CNBC | Teknik: RSI 66.4, 20g 7.66% | Fwd P/E 96.4 | Gelir büy. 33.5% | 52h band 86.6%"
SYM,Symbotic Inc.,Robotics / Physical AI / Automation,robotics_physical_ai,Industrials,40.06,46.6,64,15,43,54,16,75,-3.04,-10.87,-9.62,48.1,3.1,0.22,24.2,55.5,,9.6,23.1,0.35,0.0,Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com,"Katalizör: Mistral launches first robotics model in physical AI push - Reuters || Mistral AI Releases Robotics Model to Support Physical AI Push - Bloomberg.com | Teknik: RSI 48.1, 20g -9.62% | Fwd P/E 55.5 | Gelir büy. 23.1% | 52h band 3.1%"
MSTR,Strategy Inc,Crypto-linked Equities,crypto_equities,Technology,92.83,46.0,78,7,43,40,24,64,-4.65,6.79,-27.02,30.9,2.8,0.28,33.2,20.8,,67.7,11.9,0.79,0.0,"After the Breach: Legal Strategy for Response, Recovery, and Resilience - Business News Nigeria || Accenture faces massive data breach that could put clients at risk - Cybersecurity Dive","Katalizör: After the Breach: Legal Strategy for Response, Recovery, and Resilience - Business News Nigeria || Accenture faces massive data breach that could put clients at risk - Cybersecurity Dive | Teknik: RSI 30.9, 20g -27.02% | Fwd P/E 20.8 | Gelir büy. 11.9% | 52h band 2.8%"
CEG,Constellation Energy Corporatio,Uranium / Nuclear / SMR,uranium_nuclear,Utilities,240.38,45.4,50,6,43,57,34,87,0.28,-3.22,-4.11,29.0,2.3,0.22,85.8,17.7,20.9,2.9,63.8,0.05,0.0,Global Nuclear Power Capacity Set to Jump by 44% by 2036 - Crude Oil Prices Today | OilPrice...,"Katalizör: Global Nuclear Power Capacity Set to Jump by 44% by 2036 - Crude Oil Prices Today | OilPrice... | Teknik: RSI 29.0, 20g -4.11% | Fwd P/E 17.7 | Gelir büy. 63.8% | 52h band 2.3%"
MARA,"MARA Holdings, Inc.",Crypto-linked Equities,crypto_equities,Financial Services,11.67,44.1,75,7,38,21,62,63,-3.15,-15.98,-15.31,30.4,30.7,0.35,4.4,-17.2,,5.1,-18.4,0.59,0.0,"Accenture faces massive data breach that could put clients at risk - Cybersecurity Dive || Apollo Sounds the Alarm: AI Profits Are a No-Show Outside Tech, and AI-Heavy ETFs Could Pay ...","Katalizör: Accenture faces massive data breach that could put clients at risk - Cybersecurity Dive || Apollo Sounds the Alarm: AI Profits Are a No-Show Outside Tech, and AI-Heavy ETFs Could Pay ... | Teknik: RSI 30.4, 20g -15.31% | Fwd P/E -17.2 | Gelir büy. -18.4% | 52h band 30.7%"
